"
                    2005-09-04
                ",大头绿豆,多年后看，还是好看。
"
                    2008-05-04
                ",趙小漁,這個聶小倩，爾等休想再超越！
"
                    2008-06-01
                ",花簪,唉，王祖贤哪有张国荣漂亮
"
                    2011-05-01
                ",雨天女士藍調,两张绝世的脸。
"
                    2008-02-17
                ",辣辣的皮特,宁采臣只是张国荣的。
"
                    2011-03-17
                ",泽世,王祖贤太太美了，哥哥风华绝代。
"
                    2010-09-11
                ",太阳的倒影,飘逸写意中国古典，现在拍不出来也不愿拍
"
                    2011-02-03
                ",福鹿,四颗星给王祖贤和张国荣的风华绝代+造型+音乐。
"
                    2008-07-04
                ",原来是西门大嫂,王祖贤好看成这样有可能是人么！！！！
"
                    2008-04-02
                ",伊豆,看过哥哥扮演的宁采臣后，之后谁演，都觉得那不是宁采臣。
"
                    2010-05-28
                ",with,未见过电影院在非节假日只吉着第一排，未听过电影散场时有如此热烈的掌声，未见过全场观众都等到银幕彻底黑了才起身离场，未见过打字幕时有人拍照留念，十七年后，《倩女幽魂》仍然用事实告诉他人“经典”二字当之无愧
"
                    2010-09-08
                ",清影照心,港片中最经典的人鬼恋。张叔平为王祖贤设计的女鬼造型使其成为香港电影中最惊艳的女性形象之一，张国荣、午马等人的表演也都神采飞扬，还有徐克机智感人的故事，程小东天马行空的武打设计，黄霑变幻多端的电子配乐，共同构成了这一部经典。
"
                    2005-12-13
                ",missfaye,小贤之眉宇，没有再漂亮的
"
                    2011-05-01
                ",[已注销],4星，但为了打压那个翻拍，5星！第一次看到张国荣和王祖贤的名字出现在豆瓣正在热映中好激动。我记得我第一次看的时候还哭了，现在就光顾着嘻嘻笑了。大屏幕上的王祖贤真美阿。据说那些黏糊糊的东西都是徐克同志想出来的。ps:大陆上映主题曲是国语，感觉少了不少，我真第一次听！童鞋们理性决定。
"
                    2011-04-30
                ",之仔想要间隔年,刚刚看完。电影一开始，旁边的一个女生就哭了。
"
                    2010-06-07
                ",无所谓则无所畏,"真美【A Chinese Ghost Story，英文名字真没美感】
"
"
                    2018-05-01
                ",焰熠,十里平湖霜满天 寸寸青丝愁华年。一双风华绝代的佳偶。从小就很迷宁采臣跟聂小倩这对 真的太美了 一起写字的画面美哭了
"
                    2010-08-07
                ",安蓝·怪伯爵𓆝𓆟𓆜,好吧，经典，音乐经典，片段经典，造型经典，神马都经典，就是那个粘糊糊长兮兮的大舌头太恶心了，吃完饭看的(#‵′)
"
                    2007-06-24
                ",战国客,港片中最经典的人鬼恋，哥哥的书生造型很喜欢~~
"
                    2007-07-15
                ",Trianglight,此后心目中所有善良的女鬼都叫小倩
"
                    2018-02-27
                ",阿妖、,十里平湖霜满天，寸寸青丝愁华年。 对月形单望相护，只羡鸳鸯不羡仙。《倩女幽魂》最经典的人鬼恋，世间再无宁采臣，无人能再演聂小倩，风华绝代的两个人，张国荣，王祖贤！！！至今不知道看了多少变……
"
                    2011-04-19
                ",问津,2011-04-21 小倩幽怨的形象是电影最大成功。小倩是善良又悲惨女性的缩影，宁采臣无用却痴情幸得高人相助只能说是幻想。中规中矩的娱乐电影，迎合世俗鬼气十足（就像过去的社会），细节上较粗糙，不像第三版本透出浪漫（小和尚和燕赤霞的设定本身就充满意味）、有未来。批判过头。配乐大赞！
"
                    2011-05-07
                ",kissdemon,美啊！王祖贤美！张国荣美！音乐美！布景美！连洗澡都这么美！连XXOO都这么美！电影院人真少，再少点就更好了，有包场的感觉啦~~(*￣︶￣)y 
"
                    2016-12-26
                ",雨果,事实上除了张国荣和王祖贤的个人魅力，这部深深打上徐克烙印的电影在故事和艺术上都做得不错。叙事没有问题，该塑造的人物形象都符合观众诉求。而鬼气森森的兰若寺，僵尸，冥界创意和表现力都十分到位，在87年的中国电影制作水平上已经实属突出。
"
                    2011-04-24
                ",岛上的夏奈,痴男怨女，遗爱于世。
"
                    2018-04-01
                ",狐狸小白,昨天去参加了荣迷组织的活动，第一次在大银幕上看到倩女幽魂，想起自己高中的时候疯狂迷恋他，那段喜欢他到不行的岁月，他就是有这样的魅力，只因他是独一无二的张国荣，永远的leslie，唯愿挚爱常伴！
"
                    2008-07-21
                ",REDEYESKi,好美的王祖賢～
"
                    2018-04-04
                ",W之芮,好的影片总是能让人忍不住重温，王祖贤美出了一种境界，超有气质！
"
                    2008-01-21
                ",沉歌,凄艳婉转，江湖诡谲，鬼气森然，妖冶邪肆
"
                    2018-02-24
                ",一城如花半倚石,十里平湖霜满天，寸寸青丝愁华年。对月形单望相护，只羡鸳鸯不羡仙。红衣聂小倩，玉面宁采臣，真真是风华绝代的一对璧人。
"
                    2017-03-13
                ",甜椒Oli,王祖贤绝对是我心中的第一美人。至今无人能敌。
