"
                    2013-09-12
                ",鼓腹游,我不认为价值观有错误，人各有志嘛，没经历过那个时代怎会理解他们的痛楚？即使现在在国内全家团聚也未必就是幸福就有亲情。再说，人家一家人牺牲这么多、隐忍这么久难道不是一件挺励志的事吗？难道这不是真的诠释了亲情、爱和责任吗？而且现在全家都移民了。那些指责别人的，何不食肉糜？8.6
"
                    2017-09-06
                ",桃子,一家三口分离在三个国度，动不动就是几年、十几年不见面，多看看这种片，也算提醒自己心怀感激。只是，主角形象好、精通普通话上海话日语，又做事认真，为何如此执着于体力劳动，以及妻子为何工作20年还是工厂女工？这是我可以理解，但不能认同的。倒的确是非常迎合日本的价值观。导演跟拍10年了不起！
"
                    2009-12-18
                ",狂熱的自由,"为了送女儿去美国念书，牺牲10多年的亲情，值得吗？即使女儿出人头地了，那10多年的亲情空白如何弥补？太不值得。
很多人看了觉得感动，我只觉得残酷。感动何来？我不知道。"
"
                    2009-12-15
                ",黄晶,这部纪录片让人对人生、时间、家庭、爱、责任都有强烈的认识。而一个真正负责任的媒体，也应该去发现、传播这样的真善美。而不是肤浅的“娱乐到死”。
"
                    2009-12-20
                ",J,纪录片与电影不同点在于：当爱人之间十多年未见，盼来第一次见面时，彼此不是热烈的拥抱，而是无言的微笑、流泪、注视、搬行李。
"
                    2012-09-10
                ",磊,人往高处走，每个人都有追求幸福的权利，贵国不给机会，还拦着不让别人出去另找出路不成。谁愿意没事妻离子散的异国生活这么多年，其中的辛酸是没经历过的人很难理解的。只愿这个国家早日好起来，人们不再背井离乡找幸福。
"
                    2010-02-21
                ",A-sun*,跪求女儿从大妈变成女人的过程！
"
                    2009-08-06
                ",夏天的理想餐厅,看的时候一直在想 上天一定要给这一家人一个完满的结局
"
                    2014-02-04
                ",破,那些隔着玻璃车窗涌动的离别。我下车时不敢看你，下车后我在月台凝视你而你不敢看我，车开动了，你飞速瞟我一眼掩面而泣。
"
                    2010-09-24
                ",透明,老丁，你现在应该是57岁了吧？回国过得还好吗？牙齿是否换新的了？女儿结婚了吗？
"
                    2009-08-05
                ",夏至线,大爱无声 父母把生命的一大部分献给了孩子 含泪活着 任劳任怨…虽不是每个父母都如丁氏夫妇 但每个孩子都应该和丁琳一样努力回报~
"
                    2009-07-12
                ",Supernova™,太感人了 伟大的父母 哭成泪人~~
"
                    2009-12-12
                ",鲁拉拉,十年的纪录片，不容易
"
                    2016-10-12
                ",hazy,那个年代人，那个年代的三观。。。虽然无法认同但这一份拼命真的也是挺感人的
"
                    2009-12-21
                ",亚比煞,大爱无言。煽情并不代表俗，有时候该煽的情就得煽。老是装酷的人也挺傻逼的。
"
                    2010-04-19
                ",∞∞∞∞∞,剪得太煽情了
"
                    2010-02-01
                ",薇羅尼卡,所有留过学、正在留学、准备留学的人都应该看的，问问你自己，自己人生的责任究竟是什么？
"
                    2010-12-24
                ",阿素喇,首先要向历时10年追踪拍摄成此纪录片的工作人员致敬。像丁尚彪这样底层中国平民，在广州火车站就能找到不少，他们默默付出，不去抱怨太多，不大声喧哗，他们所经受的在许多人看来让人感叹不可思议。只是离开了屏幕，他们就什么都不是，消融在几亿人身边真实的中国脸孔：渺小、朴实和执着着的活着
"
                    2010-10-22
                ",水脉,确实是无私的付出，伟大的牺牲，但估计价值观在这个年代的多数人都无法认同，也就看个纪录片当长见识了。很讨厌丁尚彪的女儿... 一家子都是JP 
"
                    2009-07-23
                ",神威太太,其實有種彪悍得有點洗腦的感覺？
"
                    2011-06-01
                ",大海,并不认为是一部出色的纪录片。。。
"
                    2012-09-02
                ",Belgium,活活哭掉兩張餐巾紙。
"
                    2016-04-19
                ",涡锅头,这周跟本片主人公丁老师吃饭来着，大家都劝他在美国笑着活下去。。。跟我想的不同，他倒不是全为了女儿活着，这么想，人生还有些盼头呢
"
                    2019-12-21
                ",小肥侠,太牛逼了。坚韧。找了后续信息，老丁全家都移民美国了。在美国还学习了英语，闲不下来，继续工作。现在在写回忆录。
"
                    2010-01-05
                ",伪装者,我是什么都不想说
"
                    2009-12-16
                ",[已注销],估计哭的人的大部分家里生活都不错吧，所以才在能受到大感动
"
                    2009-12-23
                ",lakeblur,"1.完全扭曲了的幸福观，30多岁抛家弃子最后3个人孤独生活，能有什么幸福？！
2.片子本身也很蠢，10多年的资料剪辑出来就这个水平？
3.这确实是一部能感动日本的片子，因为日本人能看到往昔那个拼搏上进的自己
4.人确实要有坚持的精神
"
"
                    2010-01-08
                ",Winnie,原以为我够崇洋媚外的了，原来有一家人比我还厉害。不就是想当医生吗整个大中国还不够你混的吗，偏要用父亲在异国15年的寂寞劳苦生活换女儿一个出国留学的机会。她爸还说我女儿学好了也可以回国为社会主义添砖加瓦，我看她还回不回来！一家极品，扭曲的价值观，再苦都是自找的活该。
"
                    2010-05-27
                ",品客,超感动，1小时40多分钟内哭了不下十次。看到老丁在日本的出租屋内用塑料布维成的浴室和离开日本飞机起飞时的眼睛，都让我想起了10多年前的日本。父亲那代留学生和老丁一样，默默吃苦，无怨无悔，就是为了让自己的家庭更加幸福，也许这是目前这个时代留学生们所欠缺的。
"
                    2016-10-25
                ",韵外之致,相见时难别亦难 从35岁到50岁 人生最黄金的时期都在日本打工度过 全家都好能吃苦 跨越阶层的痛就像钝刀按岁月的排列一笔笔剜蚀着精神和肉体 掉泪好多次 牵手日暮里
"
                    2020-02-05
                ",阿德,人间不值得，更好的生活值得。父亲的坚强，母亲的隐忍，平凡人的伟大。
"
                    2011-12-27
                ",劳勃·拜拉席恩,干嘛去日本添堵。。。
"
                    2009-12-18
                ",王小能,很催泪很催泪很催泪。以前上海台就放过《我们的留学生活》，看了人要哭的。这里面的老爷叔真是含辛茹苦的上海老爷叔啊！看到就会想到自己的阿爸！这种为小拧奉献一生的爷娘我估计自己这辈子是当不了了我没有这种吃苦精神的。
"
                    2019-12-24
                ",板刷头,老丁出了回忆录 出书的话  我立刻马上购买 二话不说
"
                    2010-01-25
                ",圈,是我铁石心肠了？我冷血了？真的真的真的真的觉得没一点值得哭的地方。完全是自己的选择！
"
                    2020-01-04
                ",姚希牧,对于自己的人生亦无怨无悔 只愿离别时能够从容
"
                    2012-01-30
                ",陶子冬,我居然看过这个，音乐印象深刻，每一个有留学经历的人都会流泪的吗？但是这是爱吗？
"
                    2013-02-27
                ",★☆☆☆☆,《我们的留学生活-在日本的日子》第5集《家在我心中》的加长版，增加了老丁最后回国一家团圆的部分。片头提到日本每年有三万人自杀，但有一个中国人在坚强地活着。（PS：日本的实际自杀率其实是和中国、俄罗斯差不多的，这些年来基本是韩国和立陶宛高居榜首……）
"
                    2009-12-25
                ",bester,哭到不行~~~~
"
                    2010-05-02
                ",陈小桃,心拔凉拔凉的
"
                    2012-06-09
                ",L.L,"大音希声，大爱无言~~~ 
"
"
                    2009-12-15
                ",violet hill,泪纵横……
"
                    2012-05-23
                ",紧张胚,哎。。。。。。。。。。。。。。。。。。。。。。。。。
"
                    2010-01-05
                ",[已注销],呃。。被感动的都是什么类别的人呢？  可对于我。。这感动可真是匪夷所思。。。
"
                    2012-06-15
                ",燃,............
"
                    2010-01-24
                ",火龙果不耐受者,啥也不说了！
